id,text,label,origin,type,language,split
de_220,"Hallo <user>, der lange Aufenthalt hier im Forum bildet ;-) und ich habe mich ja auch aus Eigeninteresse was z. B. das Progesteron angeht schlau gemacht. Wenn beide Brüste zugleich Beschwerden verursachen, dann spricht dies für eine hormonelle Geschichte (Progesteronmangel...im Verhältnis ist das Östrogen z. Z. stärker vorhanden). Lokal kannst Du mit Antimas-Selz-Salbe ebenso wie mit Mastodynon-Tropfen oder Tabletten für Abhilfe dieser Störung sorgen. Ich hatte dies auch noch nach über einem Jahr Blutungsfreiheit und seitdem ich Gynokadin-Gel (Östradiol) zusammen mit der Progesteroncreme anwende auch schon 2 mal kurzzeitig bemerkt. Da hatte ich wohl zuwenig Prog. gecremt...und das ging GsD auch nach einem Tag wieder weg. Also unser Hormonhaushalt ist immer noch Störungen unterworfen und ich denke mir, dass uns dies auch späterhin immer noch beeinflussen kann und wird..., denn ganz auf Null gehen die Hormone ja auch nicht. Nicht nur die Eierstöcke produzieren diese sondern z. B. auch die Nebennieren und das Fettgewebe arbeiten fleißig an und in uns weiter, halt auf niedrigerem Level. Liebe Grüße <user> - und danke für Dein Lob :-)",0.0,LREC2022,forum post,de,SMM4H_26_train
en_5276,i hate going a day without vyvanse,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2833,asked my rehab about medical marijuana today while in the suboxone program and the answer was no absolutely not must be whybi feel like crap,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2284,Stop taking viibryd after those terrible side effects last night. Gonna have to try something else... again.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4307,vyvanse turns my mind into the hulk,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
zh_1197,这两种药对身体的副作用大吗?,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
ja_12515,'ルルくんまだまだ可愛い年齢でしょ！！！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_3249,'イブステはグリーン公演が取れたけど、SOARA推しとしてはブルー公演が行きたいです。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
de_1285,"Hallo <user>, das wirkt tatsächlich. Ich habe es damals, als ich noch in der CH lebte, von meiner Gyn bekommen und spürte, wie mein Uterus sich stärker zusammenzog. Da ich Myome hatte, die sehr ungünstig sassen, war die Wirkung leider nur gering. Es ist auf alle Fälle für stark blutende ein Versuch wert!",0.0,LREC2022,forum post,de,SMM4H_26_train
ja_5147,'あっちゅー間に日付変わってしまったイブ飯ぃいいい〜😋🍽🎄✨,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_7692,"Ещё и царапина загноилась. Ципролет, что ли, начать.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_10413,'紅茶が好きなのはルルくんでお菓子が好きなのはチュチュちゃんなので、2人でお茶会する時はそれぞれがそれぞれの担当を用意する。でもお菓子準備は前からで、紅茶準備は直前なので、何だかんだで2人で作業してたり相手の作業を見てたりする。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_4932,"Так, что я не рекомендую и не советую покупать лекарственное средство Пантогам особенно детям.",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_9600,WHY WON'T THESE THROAT LOZENGES SOOTH MY THROAT. LOZENGE DAMN IT.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9382,@USER________ hahaha take some miralax lol,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_2302,Вывод следующий.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_2591,'え！今日って大晦日イブなんですか！？',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_797,"Пообщавшись с рядом хороших врачей (это я вам по секрету рассказываю), теперь я знаю, что это бесполезные лекарства!!!",0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_5781,'イブくん！かわいいです🙏🙏🙏',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_3792,@USER_________ for sure. i'd get no sleep at all if it wasn't for #trazodone. :),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_16908,'🍣は【HOナイフ🍴美しきルル】君はルル？ルパ？,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_7845,'確かにドリエルとか割高なイメージあります不眠貧乏学生にはありがたいんですけど、副作用が強いなら普通に鼻炎のときは使うの避けた方が良さそうですね…笑',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_7149,Под ксанаксом снятся самые добрые сны. :'),0.0,RuDReC,tweet,ru,SMM4H_26_train
ru_4596,"С одной стороны да, это опасная болезнь, которая не лечиться, но с другой вакцинация может её вызвать если ребёнок к этому чувствителен!",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_14474,Let's see what happens when I mix Trazodone with half a bag of chocolate chips.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9748,"@USER_________ ohhh, fluoxetine won't help for that ffs they're such idiots",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_9198,'白イカ釣り楽し過ぎて草。筋肉痛と打身だらけだけど初イカ船最高でした。吐き気留めのアネトンさんありがとうでした。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_10773,"Вроде как нормально, потому что тот же флуоксетин прямо в аннотации говорит, что возможны кровоизлияния. А так гепариновой мазью можно от них избавиться или зубной пастой, чтоб кровь разогнало.",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_7999,#IfIHadALifeSentence I'd die because you can't have nicotine in prison anymore.. lol,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2077,Anyone taking effexor? And do u drink on it?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12998,@USER___________ i've never tried latuda but i've heard good things about it. i take haldol and it's worked wonders for me.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17850,.@USER___ unlike big pharma here: Bextra Vioxx Paxil Avandia Hyalgan Zyprexa Seroquel Depakote Aggrenox Atrovent Combivent Micardis Aranesp,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_16415,'とりあえずルルシオンの受付嬢のサブクエクリアして絆石レベル9するのとレベル65あたりまであげると後にやるだろう遺伝子集めや2つ名古龍の入手が楽になると思います',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_2734,"times are gettin hard, bitches need their vyvanse 🙋🙋🙋",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_4434,"Прививку против туляремии решила сделать, т. к. в прошлом году в области была вспышка туляремии. Делается детям с 7 лет и иммунитет формируется на 5 лет. Делается однократно, но сначала делается проба тулярином, так как вакцина живая. В понедельник поставили пробу на правое плечо, скарификатором сделали 2 царапины и накапали каплю тулярина. Мочить плечо запретили. Через 48 часов в среду проба была отрицательная, то есть без покраснения и отека. И сразу в левое плечо сделали прививку. Прививка делается накожно, накапали по 2 капли живой вакцины и через них сделали 2 насечки скарификатором. Пришлось подождать 5 минут, пока раствор высохнет на плече. Через 2 дня появилось покраснение и отечность, была небольшая болезненность. Через 2 недели начала образовываться корочка. Главное было - не содрать её нечаянно. Когда корочка отпала, остался маленький рубчик. Перенесла я вакцинацию хорошо. Единственное, постоянно боялась задеть корочку, пока она не отпала. Общее впечатление : Перенесла хорошо.",1.0,RuDReC,review,ru,SMM4H_26_train
ja_17784,'水分だけで気持ち悪い。今日そんなルル飲んでないよ。なんなんや。',1.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_98,Атрофию зрительного нерва я остановил с помощью семакса.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ru_401,Покупать - Нет!,0.0,RuDReC,sentence,ru,SMM4H_26_train
en_3624,"My year of UK cancer treatment that's MRIs, ultrasounds, CT scans, biopsies, surgery, chemotherapy, radiotherapy, echo cardiograms, Herceptin for a year, Anastrozole for life, mammograms, nurses home visits cost me  0 So please tell @USER___________ to keep his hands off the #NHS HTTPURL________________",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5841,OMGGG .. thought i ran out of vyvanse but i just found my last one .. thank the lord !!! looks like ill be on a cleaning frenzy after all (;,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10539,my ooak lyrica pony as shana from jem and the holograms! completely free handed. on her hooves are star decals. HTTPURL_______________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_19415,'chugaicafe中外カフェプリパラコラボカフェポストカード交換希望提供SDゆい希望らぁらorファルル上記キャラのものであれば他コラボや他アイテムでも検討させて頂きます☺️都内手渡し希望です🧸🎀お気軽にお問い合わせください。,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_4809,Принимала Иммунал строго по инструкции 4 раза в день 3 недели.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_5096,'今日の配信序盤ずっと上気にしてたイブめちゃおもろかったな',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_9384,@USER___________ I don't want to go against my puritanical values but will  playing frisbee with a NuvaRing affect my period? #DrHobbyLobby,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_2444,'プリキュアだったのか笑笑真っ黒のイブも良いな笑笑',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_1803,"Так как у меня постоянная проблема с таким вирусом как герпес на губах я очень много лет искала действенное средство, которое быстро избавило бы меня от этой неприятности. Однажды купила себе крем ""Ацик"" и после этого он не выбывает с моей аптечки. Цена у крема невысокая, по сравнению с другими препаратами. Последний раз покупала за 35 грн. Купить можно в любой аптеке. Крем находится в маленьком тюбике объемом 2г. Используется препарат экономично, его нужна совсем капелька. Начинаю его использовать как только появляется зуд, все проходит в течение 3-4 дней. Данный препарат меня очень спасает. Я рекомендую его!",0.0,RuDReC,review,ru,SMM4H_26_train
ru_268,Конечно есть у него и побочные эффекты.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_2363,'イブおめーーーー👏🎉🎉',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_17215,WANTED: LOPERAMIDE DEATH OR ALIVE!!!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_4295,Мне очень понравилось это средство.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_16522,'はじめまして、こんばんは。検索より失礼致します。纏めたお写真で申し訳ないのですが、フォトカードファルル/イブ⇄トリコロール/ひびきとの郵送でのご交換は可能でしょうか？宜しければご検討していただけますと幸いです、よろしくお願い致します,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_8557,'ベンザブロックまで告知してたの！？笑笑,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_11481,@PinkShinigami помажь диклофенаком. Он снимает отек,0.0,RuDReC,tweet,ru,SMM4H_26_train
zh_1809,韩国七厘米听说是假的？谁可以证实啊？谢谢！,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
en_17389,GSK and Theravance announce submission to US regulatory authorities for fluticasone furoate/vilanterol in asthma,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
de_511,"Hallo an alle, habe mir nochmal die Antworten zu meiner ersten Frage durchgelesen. Da hatte mir <user> zu Klimaktoplant geraten. Die Bewertungen zu diesem Homöopathie Mittel sagten aus, dass dies bei Hitzewallungen hilft. Hat jemand Erfahrungen ob es auch bei Gelenk und Muskelschmerzen hilft? Oder ein Anderes Mittel. Bin für jeden Rat dankbar. Warte sehnsüchtig auf eure Ratschläge. Halte es so nicht mehr aus. <user>70",0.0,LREC2022,forum post,de,SMM4H_26_train
en_4731,@USER_________ ask your doctor about advair that's like a medical steroid to help it out,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_8979,"И Статор и Крестор - оба дженерики. Хотя не думаю, что они действуют хуже изначального японского лекарства фирмы",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_2291,Don't worry about it. That's why hope (however pointless) is critical to our survival. :)  RT @USER_____: I'm gonna need some cymbalta Lol,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_19332,'本当にありがとうございました……………………(ルルたちにボコられたルパの顔)',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_14162,'ゴンは【HOフォーク🍴勤勉のルパ】君はルル？ルパ？,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_16269,"Yes, Levaquin is my drug of choice for the week",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_10057,"@werelley @dontpray_4love @MishaMad Ой ну дурак,  я не знал как пишется. Это вообще на языке чуи, переводится как ""Пацаны я под ксанаксом если чо"" (Джорж©)",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_2947,'イブござ〜動画も同時視聴も楽しみにしてる！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_19002,'引き篭ってる時のCCとルルの立ち位置が入れ替わった感じだね',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
de_1328,"Vielen Dank, <user>. Ich wünsche Ihnen auch ein schönes Wochenende.",0.0,LREC2022,forum post,de,SMM4H_26_train
ru_684,Пила я этот альтабор 2 дня.,0.0,RuDReC,sentence,ru,SMM4H_26_train
de_313,"Hallo, danke für den Tipp, aber München ist doch zu weit weg von der Frankfurter Gegend :( Teebaumöl: Ja kann durchaus sein, dass Du allergisch reagierst. Unbedingt weg lassen! Wie bei all den Naturheilmittel kann man superallergisch reagieren.. aber das weißt Du ja. Fußölen: Mir wird ganz wohlig, wenn ich das höre. Bei diesem M...-Wetter wäre so ein Ölbad doch das Ideale :) Hier regenet es schon den ganzen Morgen :) Von Ölen auf dem Fuß halte ich aber leider nicht soooo viel, denn das verstopft die Poren. Áber man kann ja alles mal machen wenn es in Maßen geschieht. Man geht heutzutage immer mehr zu Schaum-Cremes über, da sie atmungsaktiv sind. Auch so was wie Melkfett oder sonstige fette Cremes auf den Füßen ist nicht sonderlich gut. Trockne die Füße auf jeden Fall nach diesem tollen Bad ganz ganz gut ab! Das mit den Pilzen in der Hornhaus ist schon irgendwie richtig! Da handelt es sich erst einmal um einen Fußpilz, der dann die Nägel angreifen kann. Den weiteren Fortgang kennst Du ja... LG <user>",0.0,LREC2022,forum post,de,SMM4H_26_train
en_13808,@USER_______ AbbVie suing EMA to stop them releasing Humira data,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8740,rt @USER________: i'm pretty certain that this should be sponsored by zoloft or paxil. #skywire,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_9248,"Полоумным ботам неймется, выпейте уже ксанакса или че там вам уже герыч легализовали??",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_2451,@USER____ @USER______ shameful that docs have the kid on methadone when suboxone would relieve his pain without dangerous sideeffects,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4873,Natco Pharma says pleased with Bombay High Court decision to uphold compulsory licence on Nexavar issued to co,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_20168,'凄い偉業を達成したルルであった。おはよー',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_16125,'プリンスだ！！あのね、ルルの写真に出てくるルイ君２代目で、先代は置物のようなおとなしい子だったらしく、ちょっと前まで１５歳のシニア見てたのに、元気の良すぎる男の子がきちゃって、ママ毎日悲鳴あげてたよ😂ギャップがあり過ぎて、目が回る~~いってた🤣なんかねねちゃん家とかぶるわ😂👍',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_14355,@USER_______ C'mon pop another Boniva and be a good sport!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_2770,"Моя бабушка, однажды поддавшись уговорам врача и навязчивой рекламе, купила в аптеке иммунал. Мы не вчитываясь в состав, но тоже доверяя рекламе в период весенней непогоды, пропили два курса. Я скажу, что результат есть, если принимать четко по схеме, а именно до еды. По факту жидкий иммунал нельзя давать детям так как это спиртовой настой, интернет полнится отзывами о том, что им можно отравить ребенка. Но в итоге сей препарат принес только разочарования, ведь при цене 150-200р по факту иммунал оказался настойкой эхинацеи пурпурной, которую можно купить в аптеке за 20-30р. Состав, вкус, цвет, запах, даже спиртовая основа, все совершенно идентично. Не представляю кто и почему до сих пор покупает этот препарат (который кстати и не лекарство, а БАД) по такой завышенной цене. Время использования: 2 мес",0.0,RuDReC,review,ru,SMM4H_26_train
ja_3236,'イブになる瞬間、一緒に過ごしてもらえませんか❓🥺💓いっぱいぢゅぽぢゅぽされにきてね♥️🥰💋✨甘々な時間過ごそ♥️☺️🙏✨【ASMR♡】甘々吸われ舐められ溶かしつくされる♡れろじゅぷッ耳奥舐め♡【耳奥舐め/耳はむ/囁き/キス/リップ音】,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_9025,"ciprofloxacin has its commerce inside of supplemental sectors and all correspondingly herbaceous, general supple:",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_3857,Общее впечатление : ужасное RATING 1 NOTE,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_17628,"'를르슈생일축하해,,,8ㅂ8씨츠랑항상행복해야한다ㅏㅏㅏ💜💚ルルCいつも幸せでありますように💜💚",0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_18831,'高良キャラメルリボンっぽいかなって…ルル君はねぇ、ホッピングシャワー感あるんだけど7月のフレーバーでルル君色の綺麗なのあったからそれにしてみた2人合わせてチョコミントでも良いけど、まぁその辺はトリプルやってる時かな…',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_3867,Но в 3 месяца нам ставили гипертонус ручек и ножек.,0.0,RuDReC,sentence,ru,SMM4H_26_train
zh_301,请问哪里有卖[碳酸锂片]或[碳酸锂缓释片]?,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
en_14110,@USER_____: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac. BULLSHIT ON PROZAC,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_27,#Ribociclib plus #fulvestrant improves PFS for advanced #BreastCancer according to data presented at #ASCO18 by Dr. Slamon of @USER____ HTTPURL________________ HTTPURL________________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_857,'悪魔「効いたよね？🤪早めのパブロン」',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_1017,#tweetsfromafrica please send boniva™,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7894,Just the Nuvaring part! RT @USER__________: .@USER________ is threatening to read the Sloane profile out loud to me.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_18455,'OPがルルでEDがスザ目線て感じなのかな？1話久々に楽しめた',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_11671,"pulling a muscle in your chest sucks, but it's nothing some darvocet can't fix 💊",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7302,xarelto will prove to be harmful. do not take this drug!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_17205,'石上ルルはメンタル強度20【スライムメンタル】とろーりやわらかなメンタル。ダメージを受けるとすぐベチャっとなるが、すぐ元に戻る。立ち直りは早いほう。,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_17656,'やばいwwwwwwwwwペルル声出して笑ったwwwwww',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
zh_1253,请问那里有山西大同产的氢氯噻嗪片,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
ja_19901,"""全10人登場！1周年ストーリーイベント開催！彼目線のイベスト、しかも全員…Part1からクラルルいた…('ω')ﾌｧｯ!?",0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_9266,Anyone else confused/concerned about those Crestor Commercials? How about the lawyer 'if you've died recently call us' ones?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_11420,'アルフィは原型シンプルなのでどうしようかな、ってうんうん悩んでいたら完成していたという。シュランゲとかは「お前ジャロ好きなんだろ？もっといけるだろ？もっと頑張れよ」って鼓舞しながら練った。ラヴィー二も｢お前、★ルルガ♀やのにそれでええんか？｣ってTake2した。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_4893,"lamotrigine was still 30-fold less that in peripheral metastases, indicative of a critical limiting role of the btb.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_8599,"пойду лопедиум выпью что ль, до этого только фильтрум трижды пила, не помогло",0.0,RuDReC,tweet,ru,SMM4H_26_train
de_935,"Hallo <user>, du brauchst dich doch nicht zu entschuldigen. Ich habe 2015 ganz kurz Hormone probiert, aber das war in der Phase, in der ich selbst noch sehr verunsichert war ob meine Symptome wirklich von den Wechseljahren kommen. Hatte Gynokadin Gel und Famenita, war nicht so toll. Danach Tabletten, bekam nur Blutungen und Schmerzen. Jetzt werde ich ein Kombi Hormonpflaster ausprobieren. Werde dir berichten. Hatte mir geschworen, nur mit AD da durchzugehen, da ich von Frauen gelesen habe , die nach Absetzen der Hormone wieder richtig schlimme Symptome bekommen haben. Die Probleme wurden nur hinausgezögert. Da mir das AD momentan nicht so hilft ( hoffe es kommt noch die Erhöhung ist ja erst 2 Wochen her) werde ich die Hormone zumindest probieren. In der Apotheke meinten sie vielleicht verstoffwechsle ich schnell und daher hat die ganz niedrige Dosis AD nicht so angeschlagen. Mein Wirkspiegel ( habe das testen lassen) war nach 12 Wochen noch im unteren Bereich. Nein, wir haben noch keine Ferien. Noch eine Woche! Geht es dir heute besser? Bei mir la la. Wurschtle mich so durch. liebe Grüße <user> ",1.0,SMM4H_24_de_train,forum post,de,SMM4H_26_train
ja_10141,'あ、もしかして2〜3日間トイレ行かなかったのも原因だったりするのかな？トイレ行って、バファリン飲んだら37.5まで下がった',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_4860,New cancer clinical trial: Biological and Clinical Effects of Palbociclib With Ovarian Suppression and Letrozole in the Neoadjuvant Treatment of Breast Cancer HTTPURL________________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_7422,Новости Украины: Порошенко принял сеалекс? Репост.,0.0,RuDReC,tweet,ru,SMM4H_26_train
en_410,"bendrofluazide 5mg daily, cylopenthiazide 0.5mg daily, atenolol 50-100mg daily, metoprolol 100-200mg... remind me why i hate pharmac again",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_6524,"Когда я буду в голодном коматозе, под флуоксетином курить свой ягодный бонд, включи для меня рем и закажи для себя пиццу.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_8069,'ドリエル？みたいなの飲みたい。。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_1892,"My midnight snack consists of 40mg Pantoprazole, 40mg Paroxetine, 0.5mg Clonazapam, and 400mcg Beclo-Aqueous. And sometimes cheesies.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_9496,Кто захлопал в конце - те поняли. Циркадиновые на баклофене.,0.0,RuDReC,tweet,ru,SMM4H_26_train
zh_1890,药理学的难点,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
en_13474,"@USER________ Dear Sir,  I have a question regarding a medication called Aubagio (Teriflunomide) which is prescribed to my sister at Nour",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_12840,"@USER__ @USER_______ Symptoms can come and go a bit, depending on envt'l factors and other stuff. Flovent is insanely expensive.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_10878,'書きたい話が渋滞してるんだよな……ルルライも書きたいし別ジャンルも書きたいし、あれこれかきたーい！！！！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_19230,'目標、なRPG黒猫のウィズです！は、いつも通りの40万🐴100万？魔道杯ですらツライのに🤣性能面ではルルベルですかね？リレイは使い勝手どうでしょう？ストーリー読む時間が🐴のせいでない💦けど性能だけは確認して回しましたが…貯まったらすぐ回す！↑フラグ過ぎ🤣🤣🤣',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_9313,'アネトンです〜(*⌒▽⌒*)',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_3716,'AA:【指定第2類医薬品】イブA錠60錠※セルフメディケーション税制対象商品7:42:07',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_962,Wolfe was wrong on one thing - we had a second speaker.... women from COPD foundation in support of approving drug. Spiriva #COPD adcom,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_13501,Biogesic is PARACETAMOL  Diatabs is LOPERAMIDE  Alaxan is IBUPROFEN  What is the generic name of condom? - PARADIBUNTICINE :DD,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
de_722,"Hallo zusammen, ich bin <user> und frische 48 Jahre. Ende 2015 wurde mir die Gebärmutter entfernt und Anfang 2020 wurde mir der Rest, also Eierstöcke etc. entfernt. Natürlkch setzten sofort die Wechseljahre ein. Ich habe nun ein Jahr mit den WJ zu kämpfen-Hitzewallungen, massive Stimmungsschwankungen, Schlafstörungen etc. Abgesehen von den WJ beschwerden geht es mir eigentlich gut. Heute war ich nun beim FA und der hat mir Lenzatto verschrieben -das soll ich nun 3 Monate nehmen und dann mal sehen. Man hört soviel negatives über eine Hormontherapie und ich bin etwas verunsichert ......zumal ich den Beipackzettel gelesen habe...... Ein Kombipräparat brauche ich wohl nicht, weil ich quasi 'komplett geräumt' wurde :o) Liebe Grüsse <user>",0.0,LREC2022,forum post,de,SMM4H_26_train
