id,text,label,origin,type,language,split
fr_cadecv2_1011,"J'ai pris un comprimé le samedi et bientôt ressenti une ivresse. N'avais plus la force de me lever ou de faire quoi que ce soit, mais de dormir. J'ai presque dormi toute la fin de semaine. Mes genoux et ma hanche ont fait mal après. Ces maux m'ont tourmenté jusqu'à l'après-midi du lundi. Je reste sur l'Ativan selon les besoins et je vois un thérapeute. Je ne toucherai plus à ce médicament.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.629_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1594,"Nausée, bouche sèche, perte d'appétit. A déjà commencé à aider avec mon anxiété. Impliqué dans une situation très stressante hier soir et me suis senti très calme tout au long. J'ai pesé moi-même et ai déjà perdu un livre en seulement 2 jours à cause de la perte d'appétit. C'est le week-end, donc je m'inquiète de la nausée pendant les heures de travail.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.207_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_928,"Apathie, hintergründiges Denken, Kopfschmerzen, Mangel an Konzentration, Gleichgültigkeit, Schlafstörung, Verstopfung, zu schlechten Entscheidungen führen. Zweiter Versuch, das auszuprobieren. Nicht für mich. Ich war so genervt von meinem Hund, der in der Nacht heftig atmete, dass ich ihn tatsächlich aus dem Haus geworfen habe. Er hätte tot oder verloren sein können. Ich kam zu mir, zog mich an, ging raus und fand ihn, erkannte aber, dass dieses Medikament mich zu schlechten Entscheidungen trieb. Ich habe nie, nie absichtlich meinen Hund in Gefahr gebracht, und werde es auch nicht wieder tun. Ende von Cymbalta für mich. Vorsicht bei diesem Medikament. Es könnte bei manchen helfen, aber Vorsicht für die, bei denen es nicht hilft. Es muss etwas Besseres da draußen geben. Ich bin satt und müde von dem Leiden, um Geld für die Pharmaunternehmen zu verdienen.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1756_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_229,"Aucun, à ce moment. Je viens de commencer sur Nexium, après 4 ans de Prilosec. Très content du début initial... Aucun reflux acide ou brûlures d'estomac la nuit ! J'espère que cela continue. Essayant d'éviter la chirurgie de fondoplication Nissen aussi longtemps que possible.",0.0,cadec_v2_translated_NEXIUM-NEXIUM.481_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_2420,"Somnolence extrême pendant la journée. M’endormir sur le canapé chaque soir à 20h00, puis après m’être levé et être monté dans le lit, me réveiller après une heure ou deux de sommeil et avoir des difficultés extrêmes à me rendormir, avec des réveils fréquents. Problèmes de concentration au travail...perte de productivité. Rêves très vivaces. Je suis en cours de désaccoutumance à ce médicament. Échanger l’anxiété contre l’épuisement et les problèmes de sommeil n’est pas rentable. Je pense que je préfère plutôt être anxieux et dormir bien. Je dirai que je n’ai pas pleuré (en raison de la frustration, de la colère, de l’anxiété) une seule fois pendant que j’étais sur ce médicament, et que j’ai eu plus de patience avec mes petits enfants, ce qui est agréable, mais encore...l’épuisement et la lassitude ne sont pas rentables. Enfin, je suis resté sans ce médicament pendant presque trois jours. Je ressens un sentiment ""herky-jerky"", quelques petits ""zaps"" mentaux, mais jusqu’à présent, cela n’a pas été assez long pour connaître l’étendue des symptômes de sevrage. J’ai essayé une fois auparavant de m’en séparer et j’ai ressenti une si mauvaise et étrange sensation que j’ai fini par revenir dessus. Cette fois-ci, je suis mieux préparé pour ce qui peut arriver et je prévois de persévérer. Je signalerai davantage plus tard...",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1399_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_559,Je prends Nexium depuis 7 ans. Aucun problème. Aucun effet secondaire. Merci Nexium.,0.0,cadec_v2_translated_NEXIUM-NEXIUM.829_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_825,"Ceci est mon deuxième avis ici. Je répète mes effets secondaires - mouvements musculaires involontaires, insomnie grave, douleur extrême à la mâchoire et douleur dentaire, maux de tête extrêmes, symptômes grippaux, sentiment d'hypertension artérielle, dépression induite, picotements cérébraux. SI VOUS ETES SENSIBLE À N'IMPORTE QUEL SSRI - NE PAS PRENDRE CE MÉDICAMENT. J'ai commencé mon plan de désescalade hier. J'attends les retraits majeurs à tout moment. Certains effets légers de retrait se produisent déjà. Si quelqu'un d'ici a des conseils ou des conseils... Je suis ouvert à n'importe quoi. Je suis très effrayé quant à ce qui va arriver. Il m'a fallu un an et demi pour me désintoxiquer de Peroxetene. Mon médecin et moi avons conclu que je suis intolérant aux SSRIs. Si quelqu'un a des conseils sur les mesures holistiques, j'apprécierais n'importe quoi que vous pouvez partager. Je suis toujours sur Lithium, qui va bien, et toujours sur Xanax, qui semble être la seule chose que je puisse gérer sans effets secondaires.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1278_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_22,"Trouble du sommeil, difficulté respiratoire pendant le sommeil, tachycardie. Ce médicament arrête l'acidité gastrique, mais donne des effets secondaires graves - dépression, anxiété, trouble du sommeil, apnée du sommeil, parmi d'autres...",1.0,cadec_v2_translated_NEXIUM-NEXIUM.771_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_823,"Schreckliche Neuropathie in den Armen und Beinen mit Ödemen in beiden Knöcheln. Bin seit 3 Wochen davon abgefallen, Schwellungen sind gesunken, aber Kribbeln in den Händen und Füßen immer noch schlecht, hoffe, dass es bald vergeht. Seien Sie vorsichtig mit diesem Medikament, hat den Blutdruck gesenkt, aber arbeitet jetzt daran, das durch Ernährung und Bewegung zu behandeln.",1.0,cadec_v2_translated_ANTIHYPERTENSIVES-DIOVAN.7_de,drug_review,de,SMM4H_2026_train
de_cadecv2_909,"War großartig, bis ich meine Versicherungspläne geändert habe. Sehr kostspielig. Wechselte zu günstigem Prozac, ohne Veränderungen bemerkt, außer in meinem Geldbeutel.",0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.716_de,drug_review,de,SMM4H_2026_train
de_cadecv2_2204,"Extremer Schläfrigkeit. Schwindel. Einige Übelkeit. Ich habe eine sehr niedrige Dosis Prozac (5 mg/Tag) über viele Jahre eingenommen. Ich wollte wechseln, wegen niedriger Libido. Ich habe Welbutrin ausprobiert und obwohl ich es mochte, begann ich, Herzrasen zu haben, und würde leicht aus der Fassung kommen. Der Arzt gab mir einige Proben von Cymbalta zum Ausprobieren. Ich nahm eine 30 mg Dosis am Morgen auf dem Weg zur Arbeit ein, weil ich gelesen hatte, dass es Sie nachts wach halten könnte. Wow! Ich wurde so schwindelig und schwindelig, dass ich die Arbeit um 10 Uhr morgens verließ und den Rest des Tages auf dem Sofa lag, abwechselnd schlafend und den Fernseher angeschaut. Ich konnte sogar nicht an meinem Laptop arbeiten. Ich schlief letzte Nacht wie ein Murmeltier und fühle mich heute noch etwas orientierungslos. Jeder reagiert anders, das ist offensichtlich an diesem Board. Das ist aber nicht für mich. Die Heilung ist viel schlimmer als die Krankheit in diesem Fall. Ich werde etwas eine Weile versuchen und wenn ich wieder zickig und depressiv werde, gehe ich zurück zu meiner kleinen Dosis Prozac.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1878_de,drug_review,de,SMM4H_2026_train
de_cadecv2_77,"Ich war seit Monaten total müde. Mein Arzt schlug vor, dass ich die Cymbalta abends statt morgens einnehmen sollte, weil er dachte, dass das der Grund dafür sein könnte, warum ich so müde war. Seitdem habe ich moderate Schlafstörungen. Ich werde es wieder morgens einnehmen und prüfen, ob es hilft. Mein Arzt hat meine Dosis von 60mg auf 120mg erhöht. Sie war gerade zu einem Seminar über die Studie von Cymbalta gegangen. Die Studie zeigte, dass durch das Verdoppeln der Dosis bei einigen Menschen das Appetitkontrolle hilft. Seitdem fühle ich mich viel besser. Ich fühle mich nicht mehr so müde, und ich habe nicht alle Esssuchtgefühle gehabt, die ich normalerweise habe. Also werde ich damit weitermachen und prüfen, wie es funktioniert.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1496_de,drug_review,de,SMM4H_2026_train
de_cadecv2_1176,"Ich weiß nicht, ob diese genau schlechte Nebenwirkungen sind, aber es gab mir härtere Erektionen, verzögerten Orgasmus und erhöhte die Menge des Samens, den ich ejakulierte. Die Medizin ist ein Lebensretter. Ich konnte nirgendwo hingehen, ohne eine Flasche Pepcid Complete bei mir zu haben. Ich konnte Ketchup, Tomatensauce, Erdnussbutter, Kaffee, Tee, Atembonbons, alles Frittierte, alles scharfe, Orangensaft, Hot Dogs und Rotwein nicht essen. Die Sodbrennen verursachten Übelkeit und Säure hochkommen sowie Erbrechen.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.336_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_1426,"La joie. Ce truc marche vraiment. Après des mois de prise d'autres médicaments, qui me transformait en zombie, j'ai eu un soulagement en moins d'une heure.",1.0,cadec_v2_translated_DICLOFENAC-PENNSAID.2_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_597,"Quand je le prends tous les jours, cela provoque des palpitations cardiaques. Je le prends encore, mais pas tous les jours. Je suis en train de considérer de passer à quelque chose d'autre en raison du problème de palliation. Cela aide effectivement au reflux.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.162_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1889,Aucun. 80 mg pendant 20 ans 120 mg pendant 5 ans Le générique ne m'a pas marché.,0.0,cadec_v2_translated_ANTIHYPERTENSIVES-DIOVAN.43_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_184,"Je n'ai aucun effet secondaire, sauf que je me lève 2 fois par nuit pour utiliser la salle de toilette. Ça marche très bien pour moi.",0.0,cadec_v2_translated_ANTIHYPERTENSIVES-DIOVAN.68_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_2212,"Nicht wirklich!... Ich habe tatsächlich mehr Energie... weniger sexuelle Nebenwirkungen als Zoloft. Ich habe Cymbalta eingenommen, nachdem ich eine Reihe von SSRI's ausprobiert hatte. Mein Arzt hat mich dann auf 60 mg Cymbalta angewiesen... und ich fühle mich viel besser.",0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1119_de,drug_review,de,SMM4H_2026_train
de_cadecv2_1366,"Hilft dem Juckreiz zu stoppen. Mein Arzt verordnete zusätzlich Xyzal und Cortisoncreme. Das Generika war günstig. Ich werde es nicht langfristig verwenden, danke Gott.",0.0,cadec_v2_translated_PPIS-ZANTAC150.65_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_1262,"J'ai pris juste plus d'une semaine et puis tout d'un coup aujourd'hui mon visage et mes yeux se sentent comme si ils brûlaient et sont rouges et enflés. Ça ressemble à ce que j'ai été brûlé au soleil et que je suis frigorifié même si mon visage et ma tête brûlent. Je suis dans une telle douleur quand cela se déplace vers ma nuque et mon cuir chevelu. Je n'utilise que des produits bio et n'ai pas fait de changements, mais le Nexium après ma chirurgie la semaine dernière. Je n'ai jamais eu d'indigestion, alors pourquoi prendre ce truc. Je suis vraiment effrayé et en douleur mais ne vois pas cela comme un effet secondaire sur le site Nexium. J'essaye de boire beaucoup d'eau et de thé pour éliminer ce déchet de mon système, mais c'est un déclenchement en temps.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.556_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_40,"Vertige, nauséabond, vision floue, difficulté à concentrer, très fatigué, douleur thoracique, augmentation du rythme cardiaque, douleurs aux oreilles, congestion, douleur articulaire, ballonnements. J'ai même perdu connaissance un jour. Très déçu. Je n'ai pas réalisé que mes symptômes provenaient du nexium jusqu'à ce que j'aie tous ces symptômes graves. J'espère qu'ils disparaîtront en quelques jours après avoir arrêté le médicament.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.762_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1755,"Je continue à avoir une dépression. Je ne sais pas pourquoi. Je continue à avoir beaucoup de douleur, donc pas sûr qu'il m'aide, bien que j'aie peur d'arrêter de peur que mes symptômes ne s'aggravent. J'ai pris cela depuis moins d'un an.",0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1819_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_445,Nexium est le meilleur médicament que j'ai pris pour le reflux gastro-œsophagien.,0.0,cadec_v2_translated_NEXIUM-NEXIUM.534_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_2242,"Die Nebenwirkungen waren anfangs etwas hart, aber man sagte mir, dass man durchhalten muss, um zu sehen, ob es wirkt. Es dauert Wochen, bis man den vollen Nutzen spürt. Ich bin jetzt in der Lage, meinen Alltag zu bewältigen. Ich fühle mich zwar nicht die ganze Zeit gut, aber es hat meine Probleme deutlich verringert. WENN DU DIESES MEDIKAMENT BEWERTET HAST, OHNE IHM DIE NOTWENDIGE ZEIT ZU GEBEN, UM ZU WIRKEN, DANN HAST DU NICHT AUF DEINEN ARZT GEHÖRT. WENN DU NICHT BEREIT BIST, DIE WOCHEN AUFZUBRINGEN, DIE ES BRAUCHT, DANN VERSCHWENDE NICHT DEINE ZEIT UND SCHREIBE HIER NICHT, DASS DU ES 3 TAGE LANG AUSPROBIERT HAST UND ES NICHT GEWIRKT HAT!!!! Ich verstehe jedoch, dass diese Medikamente bei Menschen unterschiedlich wirken, und ich habe dies vor meiner Aussage hier berücksichtigt. Danke... Paul.",0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.117_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_664,Aucun. J'ai changé d'un autre antidépresseur à celui-ci et cela a été merveilleux dès le début. J'ai ressenti plus comme moi-même.,0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1126_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_176,"J'ai pris du Dexilant après avoir pris du Nexium pendant 4 mois pour l'acidité gastrique. Au début, c'était génial, a résolu mon reflux et n'avait pas semblé avoir d'effets secondaires. Après 6 mois, j'ai commencé à avoir de la diarrhée, des vertiges, une douleur à l'oreille et une mauvaise sensation générale. J'ai arrêté le Dexilant et j'ai commencé à avoir des nausées qui étaient si graves que je ne pouvais rien faire. J'ai dû reprendre du Nexium à nouveau, ce qui n'est pas non plus bon. Je suis malheureux et je ne sais pas comment arrêter ces médicaments.",1.0,cadec_v2_translated_PPIS-DEXILANT.37_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1884,"Soulagement des brûlures d'estomac. En moins de 15 à 20 minutes après avoir pris une pastille par jour, j'obtiens presque immédiatement un soulagement des brûlures d'estomac. Je l'ai pris depuis un peu plus d'un an maintenant et je suis très satisfait de ce produit. Je n'ai jamais eu besoin d'en utiliser plus d'une et je n'ai jamais connu d'effets secondaires autre que le soulagement de la douleur due aux brûlures d'estomac. Merci. Zantac, vous êtes le meilleur.",0.0,cadec_v2_translated_PPIS-ZANTAC150.126_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1758,"J'ai ressenti une douleur abdominale extrême en prenant sur un estomac vide, et une douleur abdominale modérée en prenant avec de la nourriture. J'ai aussi eu de la somnolence après avoir pris Arthrotec. Arthrotec fonctionne très bien pour ma douleur au genou, plus efficacement que Mobic ou Celebrex. Cependant, j'essaie de ressentir une douleur abdominale de temps en temps.",1.0,cadec_v2_translated_DICLOFENAC-ARTHROTEC.64_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1730,"Arthrose de ma mandibule, de mon cou, du dos, du coccyx et de mon gros orteil. La douleur au coccyx est intolérable et il y a une détérioration de l'os. Je suis un homme de 47 ans, pas obèse et je ne fais pas de sport. En outre, j'ai des ballonnements, une pression, des gaz et une distension abdominale. C'est comme l'IBS. Je souffre également d'une malabsorption des vitamines. Mon médecin semble trouver que je suis toujours déficient en vitamine D et B, même si je prends un multivitaminique en plus de la D, du calcium et de la B. J'ai entendu que l'utilisation prolongée de ce médicament peut causer l'ostéoporose.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.148_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_51,"Aucun autre ne pourrait avoir exacerbé les symptômes provoqués par les deux autres médicaments que je prenais à ce moment-là. Utilisé pendant environ un mois et demi en association avec Geodon et Saphris. Ne semblait pas avoir d'effet sur moi, donc mon médecin m'a retiré du médicament. Je pense que la posologie est correcte.",0.0,cadec_v2_translated_CYMBALTA-CYMBALTA.313_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_1916,"Muskel schmerzen im Rücken und Brustbereich, schweres Atmen. Heute ist Montag. Freitag fand ich diesen Blog und fand viele Vorschläge, 2 Teelöffel organischen ungefilterten Apfelschorle-Sirupessigs und 2 Teelöffel Honig in 8 Unzen Wasser einzunehmen. Ich setzte Nexium sofort ab und begann mit diesem Regimen, es dreimal täglich einzunehmen. Es hat sofort geklappt. Ich habe keine GERD-Symptome mehr und leide nicht mehr an Nebenwirkungen von Nexium. Ich nahm Nexium, Omeprazole und Zantac jeden Tag nach Ratschlag meines Arztes. Jetzt benötige ich keine dieser Medikamente mehr. Ich bin überzeugt, dass Ärzte nichts anderes tun, als Medikamente zu verschreiben... sie hören nicht auf dich, sie betrachten nicht alternative Methoden zur Behebung eines Problems... sie wollen nur, dass du eine Verschreibung erhältst.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.790_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_1361,"Très faible libido, incapacité à atteindre l'orgasme. Problèmes de mémoire et de concentration. Veux arrêter de prendre des médicaments, mais craignais les symptômes de sevrage. Si je manque une dose, je commence à transpirer et à ressentir de l'étourdissement.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1554_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_368,"Vomissements violents, douleur de tête extrême, aggravation extrême des symptômes du syndrome des jambes en mouvement. Cela s'est produit après une dose de 30 mg. Les vomissements ont duré une journée - je n'ai pas dormi pendant deux jours en raison de l'aggravation du RLS et du PLMD devenant sévère. Quand j'ai essayé de dormir, je me suis réveillé avec plusieurs ecchymoses. Je préférerais mourir plutôt que de prendre cela à nouveau. Je pense que les personnes souffrant de RLS/PLMD sévères devraient éviter cela.",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1160_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_2199,"Sentiment choquant de si âgé, des douleurs et des courbatures partout, peine à marcher ou à tourner le cou. J'ai eu des symptômes grippaux depuis la prise. Je veux juste me coucher et ne pas bouger.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.499_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1496,"Je ne peux pas m'arrêter de bâiller, je me réveille au milieu de la nuit, je suis tellement fatigué pendant la journée... comme un zombie. Je n'ai même pas encore pris cela depuis une semaine. Mais je ne sais pas si je peux gérer les effets secondaires. Je suis épuisé pendant la journée, me réveillant la nuit... J'ai essayé de le prendre le matin et le soir et c'est la même chose. Totalement constipé, je veux dire, vraiment... quelqu'un d'autre a eu ces problèmes ? Sont-ils devenus meilleurs ? Je suis inquiet, je ne peux pas continuer comme ça longtemps",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1294_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_1243,"Médicament non sûr pour moi. Heureusement pour ce site web. Je pensais être la seule personne ayant des réactions indésirables à ce médicament. Mes médecins me disent que c'est tout dans ma tête. Diovan normalise mes taux de pression artérielle. Mais les effets secondaires sont horribles. Engourdissement des orteils, problèmes sexuels, douleurs musculaires constantes, etc. D'autres personnes ont eu du succès avec ce médicament. Beaucoup d'autres n'ont pas eu de succès. Je ne peux plus endurer ces effets négatifs. Et ces effets secondaires sont survenus progressivement.",1.0,cadec_v2_translated_ANTIHYPERTENSIVES-DIOVAN.132_fr,drug_review,fr,SMM4H_2026_train
fr_cadecv2_713,"Diarrhée, ballonnements, constipation, douleurs abdominales et intestinales, irritabilité, dépression, prurit rectal, douleurs au niveau des épaules, du cou et des articulations, contractions ventriculaires prématurées, essoufflement, abdomen gonflé, douleurs musculaires, éruptions cutanées, luxations multiples et chroniques des articulations, urines fréquentes, dépression, vous pouvez y penser. J'ai 33 ans et je me sens à 60. Je suis auparavant sportif et énergique. J'ai pensé que ces symptômes étaient simplement liés à l'âge 30 jusqu'à ce qu'on me parle de leurs effets secondaires... j'ai fait quelques recherches et trouvé cela et j'étais émerveillé... Je partage au moins 20 des symptômes listés par d'autres utilisateurs. C'est une façon de vivre, je vais arrêter l'utilisation et prier que mon corps puisse guérir certains dommages.",1.0,cadec_v2_translated_NEXIUM-NEXIUM.398_fr,drug_review,fr,SMM4H_2026_train
de_cadecv2_1201,"Schreckliches stinkendes Gas, plötzlicher Durchfall, Übelkeit, sehr abwesend, doch gleichzeitig etwas aufgedreht, Schwindel beim Absetzen, alles in einem Tag! Ich bin eine extrem robuste Person. Nie Übelkeit, nicht einmal in der Schwangerschaft. Ich habe nie so viele Reaktionen auf ein Medikament gehabt und dachte, es war schrecklich!! Gestern Abend, zwei Tage nachdem ich nur eine Tablette von Cymbalta genommen hatte, hatte ich die schlimmsten Träume, die ich je hatte. So real und so gruselig und verzerrt, ich kann es nicht einmal beschreiben. Ich fühlte mich so benommen und hatte all das von nur einer Dosis. Zu sagen ist, dass ich keine weitere Tablette genommen habe und wahrscheinlich auch keine andere Medizin mehr ausprobieren werde, es ist nicht wert!",1.0,cadec_v2_translated_CYMBALTA-CYMBALTA.1624_de,drug_review,de,SMM4H_2026_train
fr_cadecv2_1741,"Je prends ce médicament pour aider à mon reflux acide. Ce médicament me réveille la nuit, mon cœur battant rapidement, avec une difficulté respiratoire. C'est très déconcertant d'être réveillé par ce médicament, et d'avoir mon anxiété monter en flèche en raison de pepcid. Je ne recommanderais pas ce médicament si vous êtes connu(e) pour être sensible aux effets secondaires des médicaments. Je pense que je vais essayer quelques remèdes naturels pour lutter contre mon reflux acide.",1.0,cadec_v2_translated_PPIS-PEPCID.54_fr,drug_review,fr,SMM4H_2026_train
